pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2023-10-26	SD-Net Spatially-Disentangled Point Cloud Completion Network	ACM Multimedia (Oral)	This paper is about Point Cloud Completion	Junxian Chen, Ying Liu, Yiqi Liang, Dandan Long, Xiaolin He and Ruihui Li. (2023). "SD-Net Spatially-Disentangled Point Cloud Completion Network." <i>ACM Multimedia 2023</i>. 1(1).	paper-title-number-1	http://chenjunx1an.github.io/files/SDNet.pdf	http://chenjunx1an.github.io/files/slides_SDNet.pdf
